,PageViewsNonEnglish,birthcity,birthyear,continentName,countryCode,countryCode3,countryName,domain,en_curid,gender,industry,latitude,longitude,name,occupation
2434,4490562,Grand Rapids,1922,North America,US,USA,United States,ARTS,58719,Female,FILM AND THEATRE,43.0,-85.7,Judy Garland,ACTOR
2435,693040,Vordingborg Castle,1353,Europe,DK,DNK,Denmark,INSTITUTIONS,58726,Female,GOVERNMENT,55.0,11.9,Margaret I of Denmark,POLITICIAN
2436,131866,Frederiksberg,1928,Europe,DK,DNK,Denmark,SCIENCE & TECHNOLOGY,58731,Male,COMPUTER SCIENCE,55.7,12.5,Peter Naur,COMPUTER SCIENTIST
2437,150436,Dunfermline Palace,1394,Europe,GB,GBR,United Kingdom,INSTITUTIONS,58732,Male,GOVERNMENT,56.1,-3.5,James I of Scotland,POLITICIAN
2438,482689,Groningen,1853,Europe,NL,NLD,Netherlands,SCIENCE & TECHNOLOGY,58761,Male,NATURAL SCIENCES,53.2,6.6,Heike Kamerlingh Onnes,PHYSICIST
2439,911760,Seville,1898,Europe,ES,ESP,Spain,HUMANITIES,58768,Male,LANGUAGE,37.4,-6.0,Vicente Aleixandre,WRITER
2440,1271007,Manhattan,1977,North America,US,USA,United States,ARTS,58848,Female,MUSIC,40.8,-74.0,Fiona Apple,SINGER
2441,1056870,Oxfordshire,1330,Europe,GB,GBR,United Kingdom,INSTITUTIONS,58917,Male,GOVERNMENT,51.8,-1.2,"Edward, the Black Prince",NOBLEMAN
2442,2228480,Amalienborg Palace,1940,Europe,DK,DNK,Denmark,INSTITUTIONS,58925,Female,GOVERNMENT,55.7,12.6,Margrethe II of Denmark,NOBLEMAN
2443,2997176,Duncan,1954,North America,US,USA,United States,ARTS,58928,Male,FILM AND THEATRE,34.5,-98.0,Ron Howard,ACTOR
2444,4044581,Vienna,1928,Europe,AT,AUT,Austria,ARTS,58972,Male,FINE ARTS,48.2,16.4,Friedensreich Hundertwasser,ARTIST
2446,312699,Athens,100,Europe,GR,GRC,Greece,INSTITUTIONS,59204,Male,RELIGION,38.0,23.7,Pope Hyginus,RELIGIOUS FIGURE
2447,2023759,Riese Pio X,1835,Europe,IT,ITA,Italy,INSTITUTIONS,59205,Male,RELIGION,45.7,11.9,Pope Pius X,RELIGIOUS FIGURE
2448,489057,Rome,400,Europe,IT,ITA,Italy,INSTITUTIONS,59207,Male,RELIGION,41.9,12.5,Pope Gelasius I,RELIGIOUS FIGURE
2449,712128,Lincolnshire,1809,Europe,GB,GBR,United Kingdom,HUMANITIES,59209,Male,LANGUAGE,53.2,-0.2,"Alfred Tennyson, 1st Baron Tennyson",WRITER
2450,3434440,Hollywood,1946,North America,US,USA,United States,ARTS,59216,Female,FILM AND THEATRE,34.1,-118.3,Liza Minnelli,ACTOR
2451,1764914,Henan,1859,Asia,CN,CHN,China,INSTITUTIONS,59259,Male,GOVERNMENT,34.8,113.8,Yuan Shikai,POLITICIAN
2452,127860,Gallese,850,Europe,IT,ITA,Italy,INSTITUTIONS,59271,Male,RELIGION,42.4,12.4,Pope Romanus,RELIGIOUS FIGURE
2453,932028,Belluno,1765,Europe,IT,ITA,Italy,INSTITUTIONS,59298,Male,RELIGION,46.1,12.2,Pope Gregory XVI,RELIGIOUS FIGURE
2454,1574990,Bydgoszcz,1956,Europe,PL,POL,Poland,SPORTS,59377,Male,TEAM SPORTS,53.1,18.0,Zbigniew Boniek,SOCCER PLAYER
2455,341771,Aldwincle,1631,Europe,GB,GBR,United Kingdom,HUMANITIES,59378,Male,LANGUAGE,52.4,-0.5,John Dryden,WRITER
2456,591773,"Stralsund, Pomerania",1742,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,59483,Male,NATURAL SCIENCES,54.3,13.1,Carl Wilhelm Scheele,CHEMIST
2457,5106170,Brooklyn,1942,North America,US,USA,United States,ARTS,59533,Male,MUSIC,40.6,-74.0,Lou Reed,MUSICIAN
2458,755919,Cologne,1938,Europe,DE,DEU,Germany,ARTS,59536,Female,MUSIC,50.9,7.0,Nico,SINGER
2459,8153755,Andernach,1920,Europe,DE,DEU,Germany,HUMANITIES,59600,Male,LANGUAGE,50.4,7.4,Charles Bukowski,WRITER
2460,983116,Vienna,1924,Europe,AT,AUT,Austria,HUMANITIES,59658,Male,PHILOSOPHY,48.2,16.4,Paul Feyerabend,PHILOSOPHER
2461,215046,Nadiad,1875,Asia,IN,IND,India,INSTITUTIONS,59659,Male,GOVERNMENT,22.7,72.9,Sardar Vallabhbhai Patel,POLITICIAN
2462,1136269,Ajaccio,1778,Europe,FR,FRA,France,INSTITUTIONS,59661,Male,GOVERNMENT,41.9,8.7,Louis Bonaparte,POLITICIAN
2463,8927082,Hell's Kitchen,1981,North America,US,USA,United States,ARTS,59720,Female,MUSIC,40.8,-74.0,Alicia Keys,MUSICIAN
2464,1010905,Brussels,1901,Europe,BE,BEL,Belgium,INSTITUTIONS,59765,Male,GOVERNMENT,50.8,4.3,Leopold III of Belgium,POLITICIAN
2465,430720,Warsaw,1901,North America,US,USA,United States,HUMANITIES,59920,Male,PHILOSOPHY,41.2,-85.9,Alfred Tarski,PHILOSOPHER
2466,928092,Brussels,1875,Europe,BE,BEL,Belgium,INSTITUTIONS,59926,Male,GOVERNMENT,50.8,4.3,Albert I of Belgium,POLITICIAN
2467,1288704,County Kildare,1874,Europe,IE,IRL,Ireland,EXPLORATION,60004,Male,EXPLORERS,53.2,-6.9,Ernest Shackleton,EXPLORER
2468,451222,Rockbridge County,1793,North America,US,USA,United States,INSTITUTIONS,60024,Male,GOVERNMENT,37.8,-79.5,Sam Houston,POLITICIAN
2469,599247,Terschelling,1550,Europe,NL,NLD,Netherlands,EXPLORATION,60041,Male,EXPLORERS,53.4,5.3,Willem Barents,EXPLORER
2470,5182278,Gary,1966,North America,US,USA,United States,ARTS,60070,Female,MUSIC,41.6,-87.3,Janet Jackson,SINGER
2471,2762735,Turin,1898,Europe,IT,ITA,Italy,SPORTS,60090,Male,INDIVIDUAL SPORTS,45.1,7.7,Enzo Ferrari,RACECAR DRIVER
2472,3413662,Kingston upon Thames,1830,Europe,GB,GBR,United Kingdom,ARTS,60115,Male,FINE ARTS,51.4,-0.3,Eadweard Muybridge,PHOTOGRAPHER
2473,599688,Waterville,1854,North America,US,USA,United States,SCIENCE & TECHNOLOGY,60116,Male,INVENTION,44.6,-69.6,George Eastman,INVENTOR
2474,2918873,Manhattan,1923,North America,US,USA,United States,ARTS,60143,Male,FINE ARTS,40.8,-74.0,Roy Lichtenstein,ARTIST
2475,949809,Augusta,1930,North America,US,USA,United States,ARTS,60148,Male,FINE ARTS,33.5,-82.0,Jasper Johns,PAINTER
2476,9071221,Long Branch,1949,North America,US,USA,United States,ARTS,60192,Male,MUSIC,40.3,-74.0,Bruce Springsteen,MUSICIAN
2477,7051841,Le Cateau-Cambrésis,1869,Europe,FR,FRA,France,ARTS,60203,Male,FINE ARTS,50.1,3.5,Henri Matisse,PAINTER
2479,855753,Salzburg,1887,Europe,AT,AUT,Austria,HUMANITIES,60231,Male,LANGUAGE,47.8,13.1,Georg Trakl,WRITER
2480,8062412,Château-Thierry,1621,Europe,FR,FRA,France,HUMANITIES,60256,Male,LANGUAGE,49.0,3.4,Jean de La Fontaine,WRITER
2481,717687,Ottawa,1939,North America,CA,CAN,Canada,HUMANITIES,60280,Female,LANGUAGE,45.4,-75.7,Margaret Atwood,WRITER
2482,1963845,Red Bank,1970,North America,US,USA,United States,ARTS,60296,Male,FILM AND THEATRE,40.3,-74.1,Kevin Smith,FILM DIRECTOR
2483,488771,Dublin,1919,Europe,IE,IRL,Ireland,HUMANITIES,60315,Female,LANGUAGE,53.3,-6.3,Iris Murdoch,WRITER
2484,4955788,Ottawa,1974,North America,CA,CAN,Canada,ARTS,60328,Female,MUSIC,45.4,-75.7,Alanis Morissette,SINGER
2485,3927055,Paris,1930,Europe,FR,FRA,France,ARTS,60368,Male,FILM AND THEATRE,48.9,2.4,Jean-Luc Godard,FILM DIRECTOR
2486,168108,Bethlehem,600,Asia,PS,PSE,Palestine,INSTITUTIONS,60543,Male,RELIGION,31.7031,35.1956,Pope Theodore I,RELIGIOUS FIGURE
2487,575162,Manchester,1858,Europe,GB,GBR,United Kingdom,PUBLIC FIGURE,60557,Female,ACTIVISM,53.5,-2.2,Emmeline Pankhurst,SOCIAL ACTIVIST
2488,2274883,Nuremberg,1653,Europe,DE,DEU,Germany,ARTS,60587,Male,MUSIC,49.5,11.1,Johann Pachelbel,COMPOSER
2489,5100119,Tobolsk,1834,Europe,RU,RUS,Russia,SCIENCE & TECHNOLOGY,60633,Male,NATURAL SCIENCES,58.2,68.2,Dmitri Mendeleev,CHEMIST
2490,1163416,"Clifton, Prince Edward Island",1874,North America,CA,CAN,Canada,HUMANITIES,60730,Female,LANGUAGE,46.2,-63.1,Lucy Maud Montgomery,WRITER
2491,1298704,Kraków,1086,Europe,PL,POL,Poland,INSTITUTIONS,60750,Male,GOVERNMENT,50.1,19.9,Bolesław III Wrymouth,POLITICIAN
2492,657648,Kraków,1016,Europe,PL,POL,Poland,INSTITUTIONS,60757,Male,GOVERNMENT,50.1,19.9,Casimir I of Poland,POLITICIAN
2493,13327157,Alexandria,-69,Africa,EG,EGY,Egypt,INSTITUTIONS,60827,Female,GOVERNMENT,31.2,29.9,Cleopatra VII of Egypt,POLITICIAN
2494,2562187,,-1508,Africa,EG,EGY,Egypt,INSTITUTIONS,60832,Female,GOVERNMENT,26.8,30.8,Hatshepsut,POLITICIAN
2496,2463586,London,1857,Europe,GB,GBR,United Kingdom,INSTITUTIONS,60845,Male,MILITARY,51.5,-0.1,"Robert Baden-Powell, 1st Baron Baden-Powell",MILITARY PERSONNEL
2497,2188394,Moscow,1929,Europe,RU,RUS,Russia,SPORTS,60886,Male,TEAM SPORTS,55.8,37.6,Lev Yashin,SOCCER PLAYER
2498,3520447,Lansing,1973,North America,US,USA,United States,SCIENCE & TECHNOLOGY,60903,Male,COMPUTER SCIENCE,42.7,-84.6,Larry Page,COMPUTER SCIENTIST
2499,2139529,Moscow,1973,Europe,RU,RUS,Russia,SCIENCE & TECHNOLOGY,60904,Male,COMPUTER SCIENCE,55.8,37.6,Sergey Brin,COMPUTER SCIENTIST
2500,1095837,Rupelmonde,1512,Europe,BE,BEL,Belgium,SCIENCE & TECHNOLOGY,61002,Male,SOCIAL SCIENCES,51.1,4.3,Gerardus Mercator,GEOGRAPHER
2501,608842,Cresson,1856,North America,US,USA,United States,INSTITUTIONS,61004,Male,MILITARY,40.5,-78.6,Robert Peary,MILITARY PERSONNEL
2502,4886912,La Mesa,1961,North America,US,USA,United States,ARTS,61020,Male,MUSIC,32.8,-117.0,Dave Mustaine,MUSICIAN
2503,1055646,Laken,1930,Europe,BE,BEL,Belgium,INSTITUTIONS,61150,Male,GOVERNMENT,50.9,4.4,Baudouin of Belgium,POLITICIAN
2504,1270212,Fenghua,1910,Asia,CN,CHN,China,INSTITUTIONS,61157,Male,GOVERNMENT,29.7,121.4,Chiang Ching-kuo,POLITICIAN
2505,810966,Paris,1888,Europe,FR,FRA,France,ARTS,61159,Male,FILM AND THEATRE,48.9,2.4,Maurice Chevalier,ACTOR
2506,1279078,Chicago,1957,North America,US,USA,United States,ARTS,61166,Male,FILM AND THEATRE,41.9,-87.6,Dan Castellaneta,ACTOR
2507,540359,Camberwell,1812,Europe,GB,GBR,United Kingdom,HUMANITIES,61180,Male,LANGUAGE,51.5,-0.1,Robert Browning,WRITER
2508,1120636,Lublin,1892,Europe,PL,POL,Poland,INSTITUTIONS,61215,Male,GOVERNMENT,51.2,22.6,Bolesław Bierut,POLITICIAN
2509,939535,Westhampton,1925,North America,US,USA,United States,ARTS,61258,Male,FILM AND THEATRE,40.8,-72.7,Rod Steiger,ACTOR
2510,4048298,Chicago,1942,North America,US,USA,United States,PUBLIC FIGURE,61279,Male,OUTLAWS,41.9,-87.6,John Wayne Gacy,EXTREMIST
2511,1154788,Athens,-450,Europe,GR,GRC,Greece,INSTITUTIONS,61322,Male,GOVERNMENT,38.0,23.7,Alcibiades,POLITICIAN
2512,3208091,Remscheid,1845,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,61325,Male,NATURAL SCIENCES,51.2,7.2,Wilhelm Conrad Röntgen,PHYSICIST
2513,638231,Saint-Mandé,1903,Europe,FR,FRA,France,ARTS,61350,Female,FILM AND THEATRE,48.8,2.4,Claudette Colbert,ACTOR
2514,387590,Montreal,1902,North America,CA,CAN,Canada,ARTS,61354,Female,FILM AND THEATRE,45.5,-73.6,Norma Shearer,ACTOR
2515,22466447,New York City,1946,North America,US,USA,United States,ARTS,61404,Male,FILM AND THEATRE,40.7,-74.0,Sylvester Stallone,ACTOR
2516,2013705,Coupvray,1809,Europe,FR,FRA,France,SCIENCE & TECHNOLOGY,61410,Male,INVENTION,48.9,2.8,Louis Braille,INVENTOR
2517,5954719,Rotherhithe,1933,Europe,GB,GBR,United Kingdom,ARTS,61479,Male,FILM AND THEATRE,51.5,0.0,Michael Caine,ACTOR
2518,441512,Kahramanmaraş,386,Asia,TR,TUR,Turkey,SCIENCE & TECHNOLOGY,61540,Male,MEDICINE,37.6,36.9,Nestorius,PHYSICIAN
2519,441735,Imbros,1940,Asia,TR,TUR,Turkey,INSTITUTIONS,61618,Male,RELIGION,40.2,25.8,Ecumenical Patriarch Bartholomew I of Constantinople,RELIGIOUS FIGURE
2520,132051,Orange,1931,North America,US,USA,United States,SCIENCE & TECHNOLOGY,61632,Male,MATH,33.8,-117.9,John Milnor,MATHEMATICIAN
2521,230031,Montbéliard,1923,Europe,FR,FRA,France,SCIENCE & TECHNOLOGY,61633,Male,MATH,47.5,6.8,René Thom,MATHEMATICIAN
2522,142438,Helsinki,1907,Europe,FI,FIN,Finland,SCIENCE & TECHNOLOGY,61636,Male,MATH,60.2,24.9,Lars Ahlfors,MATHEMATICIAN
2523,702099,Scarborough,1899,Europe,GB,GBR,United Kingdom,ARTS,61641,Male,FILM AND THEATRE,54.3,-0.4,Charles Laughton,ACTOR
2524,547759,Istanbul,401,Asia,TR,TUR,Turkey,INSTITUTIONS,61645,Male,GOVERNMENT,41.0,29.0,Theodosius II,POLITICIAN
2525,2854196,Vladivostok,1920,Europe,RU,RUS,Russia,ARTS,61797,Male,FILM AND THEATRE,43.2,131.9,Yul Brynner,ACTOR
2526,223086,Sri Lanka,1943,North America,CA,CAN,Canada,HUMANITIES,61822,Male,LANGUAGE,43.7,-79.4,Michael Ondaatje,WRITER
2527,1935170,Issaquena County,1915,North America,US,USA,United States,ARTS,61855,Male,MUSIC,32.8,-91.0,Muddy Waters,MUSICIAN
2528,1016323,Wrocław,1882,Europe,PL,POL,Poland,SCIENCE & TECHNOLOGY,61866,Male,NATURAL SCIENCES,51.1,17.0,Max Born,PHYSICIST
2529,1770245,Palace of Versailles,1785,Europe,FR,FRA,France,INSTITUTIONS,61881,Male,GOVERNMENT,48.8,2.1,Louis XVII of France,POLITICIAN
2530,6052918,Santa Monica,1936,North America,US,USA,United States,ARTS,61982,Male,FILM AND THEATRE,34.0,-118.5,Robert Redford,ACTOR
2531,367865,St. James's Palace,1688,Europe,GB,GBR,United Kingdom,INSTITUTIONS,61987,Male,GOVERNMENT,51.5,-0.1,James Francis Edward Stuart,POLITICIAN
2532,2657791,Jonesboro,1955,North America,US,USA,United States,HUMANITIES,61998,Male,LANGUAGE,35.8,-90.7,John Grisham,WRITER
2533,1143501,San Francisco,1947,North America,US,USA,United States,HUMANITIES,61999,Female,LANGUAGE,37.8,-122.4,Danielle Steel,WRITER
2534,1882427,Allegheny,1874,North America,US,USA,United States,HUMANITIES,62004,Female,LANGUAGE,40.4,-80.0,Gertrude Stein,WRITER
2535,4682292,Rome,1880,Europe,IT,ITA,Italy,HUMANITIES,62013,Male,LANGUAGE,41.9,12.5,Guillaume Apollinaire,WRITER
2536,4415032,Livorno,1884,Europe,IT,ITA,Italy,ARTS,62016,Male,FINE ARTS,43.5,10.3,Amedeo Modigliani,PAINTER
2537,1414294,Paris,1732,Europe,FR,FRA,France,HUMANITIES,62017,Male,LANGUAGE,48.9,2.4,Pierre de Beaumarchais,WRITER
2538,860502,Kaposvár,1896,Europe,HU,HUN,Hungary,INSTITUTIONS,62022,Male,GOVERNMENT,46.4,17.8,Imre Nagy,POLITICIAN
2539,2694326,Paris,1859,Europe,FR,FRA,France,ARTS,62031,Male,FINE ARTS,48.9,2.4,Georges-Pierre Seurat,ARTIST
2540,1510064,Wiesbaden,1921,Europe,DE,DEU,Germany,ARTS,62032,Female,FILM AND THEATRE,50.1,8.2,Simone Signoret,ACTOR
2541,5756073,Paris,1908,Europe,FR,FRA,France,HUMANITIES,62034,Female,LANGUAGE,48.9,2.4,Simone de Beauvoir,WRITER
2542,2617198,Philadelphia,1890,North America,US,USA,United States,ARTS,62038,Male,FINE ARTS,40.0,-75.2,Man Ray,PAINTER
2543,1218487,Paris,1897,Europe,FR,FRA,France,SCIENCE & TECHNOLOGY,62070,Female,NATURAL SCIENCES,48.9,2.4,Irène Joliot-Curie,CHEMIST
2544,1985718,Corfu,1921,Europe,GR,GRC,Greece,INSTITUTIONS,62093,Male,GOVERNMENT,39.6,19.8,"Prince Philip, Duke of Edinburgh",NOBLEMAN
2545,2523376,Palace of Versailles,1755,Europe,FR,FRA,France,INSTITUTIONS,62114,Male,GOVERNMENT,48.8,2.1,Louis XVIII of France,POLITICIAN
2546,2053716,Paris,1811,Europe,FR,FRA,France,INSTITUTIONS,62116,Male,GOVERNMENT,48.9,2.4,Napoleon II of France,POLITICIAN
2547,1831030,Les Andelys,1594,Europe,FR,FRA,France,ARTS,62131,Male,FINE ARTS,49.2,1.4,Nicolas Poussin,PAINTER
2548,994853,West Point,1925,North America,US,USA,United States,HUMANITIES,62169,Male,LANGUAGE,42.2,-83.3,Gore Vidal,WRITER
2549,2130763,Boudry,1743,Europe,CH,CHE,Switzerland,PUBLIC FIGURE,62182,Male,ACTIVISM,47.0,6.8,Jean-Paul Marat,SOCIAL ACTIVIST
2550,840464,Athens,1935,Europe,GR,GRC,Greece,ARTS,62211,Male,FILM AND THEATRE,38.0,23.7,Theo Angelopoulos,FILM DIRECTOR
2551,198626,Chişinău,1895,Europe,MD,MDA,Moldova,ARTS,62262,Male,FILM AND THEATRE,47.0,28.9,Lewis Milestone,FILM DIRECTOR
2552,717998,Mulhouse,1902,Europe,FR,FRA,France,ARTS,62266,Male,FILM AND THEATRE,47.8,7.3,William Wyler,FILM DIRECTOR
2553,736061,Ajaccio,1784,Europe,FR,FRA,France,INSTITUTIONS,62356,Male,GOVERNMENT,41.9,8.7,Jérôme Bonaparte,POLITICIAN
2554,347785,Oxford,1892,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,62417,Male,NATURAL SCIENCES,51.8,-1.3,J. B. S. Haldane,BIOLOGIST
2555,2084733,Versailles,1757,Europe,FR,FRA,France,INSTITUTIONS,62531,Male,GOVERNMENT,48.8,2.1,Charles X of France,POLITICIAN
2558,1430598,Corte,1768,Europe,ES,ESP,Spain,PUBLIC FIGURE,62556,Male,COMPANIONS,38.7,-6.7,Joseph Bonaparte,COMPANION
2561,455637,Ajaccio,1775,Europe,FR,FRA,France,INSTITUTIONS,62560,Male,GOVERNMENT,41.9,8.7,Lucien Bonaparte,NOBLEMAN
2563,6695666,Paris,1808,Europe,FR,FRA,France,INSTITUTIONS,62581,Male,GOVERNMENT,48.9,2.4,Napoleon III of France,POLITICIAN
2565,512856,Paris,1781,Europe,FR,FRA,France,INSTITUTIONS,62627,Male,MILITARY,48.9,2.4,Eugène de Beauharnais,MILITARY PERSONNEL
2566,1302149,Vienna,1791,Europe,AT,AUT,Austria,PUBLIC FIGURE,62665,Female,COMPANIONS,48.2,16.4,"Marie Louise, Duchess of Parma",COMPANION
2567,6715016,Santa Ana,1958,North America,US,USA,United States,ARTS,62666,Female,FILM AND THEATRE,33.7,-117.9,Michelle Pfeiffer,ACTOR
2568,854094,Dhanushkodi,1931,Asia,IN,IND,India,INSTITUTIONS,62682,Male,GOVERNMENT,8.6,77.7,Abdul Kalam,POLITICIAN
2569,2206962,Richmond,1937,North America,US,USA,United States,ARTS,62809,Male,FILM AND THEATRE,37.5,-77.4,Warren Beatty,ACTOR
2570,1681761,New York City,1920,North America,US,USA,United States,ARTS,62811,Male,FILM AND THEATRE,40.7,-74.0,Walter Matthau,ACTOR
2571,5709235,Jettingen-Scheppach,1907,Europe,DE,DEU,Germany,PUBLIC FIGURE,62935,Male,ACTIVISM,48.4,10.4,Claus Schenk Graf von Stauffenberg,SOCIAL ACTIVIST
2572,266499,Rome,550,Europe,IT,ITA,Italy,INSTITUTIONS,62951,Male,RELIGION,41.9,12.5,Pope Adeodatus I,RELIGIOUS FIGURE
2573,212187,Rome,270,Europe,IT,ITA,Italy,INSTITUTIONS,63001,Male,RELIGION,41.9,12.5,Pope Mark,RELIGIOUS FIGURE
2574,187007,Tivoli,400,Europe,IT,ITA,Italy,INSTITUTIONS,63005,Male,RELIGION,42.0,12.8,Pope Simplicius,RELIGIOUS FIGURE
2575,240965,Rome,400,Europe,IT,ITA,Italy,INSTITUTIONS,63006,Male,RELIGION,41.9,12.5,Pope Felix III,RELIGIOUS FIGURE
2576,204593,Sardinia,450,Europe,IT,ITA,Italy,INSTITUTIONS,63008,Male,RELIGION,40.1,9.0,Pope Symmachus,RELIGIOUS FIGURE
2577,264294,Frosinone,450,Europe,IT,ITA,Italy,INSTITUTIONS,63010,Male,RELIGION,41.6,13.3,Pope Hormisdas,RELIGIOUS FIGURE
2578,168633,Tuscany,470,Europe,IT,ITA,Italy,INSTITUTIONS,63012,Male,RELIGION,43.8,11.2,Pope John I,RELIGIOUS FIGURE
2579,249704,Samnium,480,Europe,IT,ITA,Italy,INSTITUTIONS,63014,Male,RELIGION,41.1694,14.2361,Pope Felix IV,RELIGIOUS FIGURE
2580,238074,Rome,500,Europe,IT,ITA,Italy,INSTITUTIONS,63021,Male,RELIGION,41.9,12.5,Pope Vigilius,RELIGIOUS FIGURE
2581,240388,Rome,556,Europe,IT,ITA,Italy,INSTITUTIONS,63022,Male,RELIGION,41.9,12.5,Pope Pelagius I,RELIGIOUS FIGURE
2582,125181,Rome,500,Europe,IT,ITA,Italy,INSTITUTIONS,63026,Male,RELIGION,41.9,12.5,Pope John III,RELIGIOUS FIGURE
2583,244916,Rome,520,Europe,IT,ITA,Italy,INSTITUTIONS,63028,Male,RELIGION,41.9,12.5,Pope Pelagius II,RELIGIOUS FIGURE
2584,165575,Rome,600,Europe,IT,ITA,Italy,INSTITUTIONS,63030,Male,RELIGION,41.9,12.5,Pope Severinus,RELIGIOUS FIGURE
2585,2151132,Vantaa,1968,Europe,FI,FIN,Finland,SPORTS,63073,Male,INDIVIDUAL SPORTS,60.3,25.0,Mika Häkkinen,RACECAR DRIVER
2586,505908,Śmiłavičy,1893,Europe,BY,BLR,Belarus,ARTS,63075,Male,FINE ARTS,53.8,28.0,Chaim Soutine,PAINTER
2587,477815,Quimper,1876,Europe,FR,FRA,France,HUMANITIES,63076,Male,LANGUAGE,48.0,-4.1,Max Jacob,WRITER
2588,2266357,Yorkville,1891,North America,US,USA,United States,HUMANITIES,63083,Male,LANGUAGE,41.6,-88.4,Henry Miller,WRITER
2589,1517435,Gary,1943,North America,US,USA,United States,SCIENCE & TECHNOLOGY,63092,Male,SOCIAL SCIENCES,41.6,-87.3,Joseph E. Stiglitz,ECONOMIST
2590,6400679,Barcelona,1893,Europe,ES,ESP,Spain,ARTS,63093,Male,FINE ARTS,41.4,2.2,Joan Miró,PAINTER
2591,1105666,Glasgow,1921,Europe,GB,GBR,United Kingdom,ARTS,63105,Female,FILM AND THEATRE,55.9,-4.3,Deborah Kerr,ACTOR
2592,6104598,Perth Amboy,1962,North America,US,USA,United States,ARTS,63132,Male,MUSIC,40.5,-74.3,Jon Bon Jovi,SINGER
2593,6111538,Vitebsk,1887,Europe,BY,BLR,Belarus,ARTS,63135,Male,FINE ARTS,55.3,28.8,Marc Chagall,PAINTER
2594,1446994,Tous,721,Asia,IR,IRN,Iran,SCIENCE & TECHNOLOGY,63140,Male,NATURAL SCIENCES,36.5,59.5,Geber,CHEMIST
2595,5186911,Paris,1834,Europe,FR,FRA,France,ARTS,63146,Male,FINE ARTS,48.9,2.4,Edgar Degas,PAINTER
2596,1094963,Kiev,1890,Europe,UA,UKR,Ukraine,ARTS,63148,Male,DANCE,50.5,30.5,Vaslav Nijinsky,DANCER
2597,1211701,Argentan,1881,Europe,FR,FRA,France,ARTS,63150,Male,FINE ARTS,48.7,0.0,Fernand Léger,PAINTER
2598,760686,Saint Petersburg,1881,Europe,RU,RUS,Russia,ARTS,63157,Female,DANCE,59.9,30.3,Anna Pavlova,DANCER
2599,8077290,Lyon,1900,Europe,FR,FRA,France,HUMANITIES,63174,Male,LANGUAGE,45.8,4.8,Antoine de Saint-Exupéry,WRITER
2600,2859373,Konolfingen,1921,Europe,CH,CHE,Switzerland,HUMANITIES,63179,Male,LANGUAGE,46.9,7.6,Friedrich Dürrenmatt,WRITER
2601,958265,Kapelle,1956,Europe,NL,NLD,Netherlands,INSTITUTIONS,63183,Male,GOVERNMENT,51.5,4.0,Jan Peter Balkenende,POLITICIAN
2602,924231,Columbia,1894,North America,US,USA,United States,SCIENCE & TECHNOLOGY,63185,Male,MATH,34.0,-81.0,Norbert Wiener,MATHEMATICIAN
2603,2575854,Salisbury,1956,North America,US,USA,United States,ARTS,63186,Female,FILM AND THEATRE,38.4,-75.6,Linda Hamilton,ACTOR
2604,2534429,Osnabrück,1898,Europe,DE,DEU,Germany,HUMANITIES,63187,Male,LANGUAGE,52.3,8.0,Erich Maria Remarque,WRITER
2605,1408234,Leopoldstadt,1862,Europe,AT,AUT,Austria,HUMANITIES,63274,Male,LANGUAGE,48.2,16.4,Arthur Schnitzler,WRITER
2606,483425,Saint Petersburg,1937,Europe,RU,RUS,Russia,SPORTS,63280,Male,INDIVIDUAL SPORTS,59.9,30.3,Boris Spassky,CHESSMASTER
2607,2896311,Prague,1936,Europe,CZ,CZE,Czech Republic,HUMANITIES,63299,Male,LANGUAGE,50.1,14.4,Václav Havel,WRITER
2608,781760,Žižkov,1901,Europe,CZ,CZE,Czech Republic,HUMANITIES,63306,Male,LANGUAGE,50.1,14.5,Jaroslav Seifert,WRITER
2609,2450196,Connemara,1932,Europe,IE,IRL,Ireland,ARTS,63321,Male,FILM AND THEATRE,53.6,-9.9,Peter O'Toole,ACTOR
2610,1319529,Montpellier,1208,Europe,FR,FRA,France,INSTITUTIONS,63332,Male,GOVERNMENT,43.6,3.9,James I of Aragon,POLITICIAN
2611,574776,Guildford,1881,Europe,GB,GBR,United Kingdom,HUMANITIES,63342,Male,LANGUAGE,51.2,-0.6,P. G. Wodehouse,WRITER
2612,720119,Gloucestershire,1918,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,63349,Male,NATURAL SCIENCES,51.9,-2.2,Frederick Sanger,CHEMIST
2613,878685,Dijon,1627,Europe,FR,FRA,France,HUMANITIES,63351,Male,LANGUAGE,47.3,5.0,Jacques-Bénigne Bossuet,WRITER
2614,844613,Arkhangelsk,1711,Europe,RU,RUS,Russia,SCIENCE & TECHNOLOGY,63375,Male,NATURAL SCIENCES,64.5,40.5,Mikhail Lomonosov,PHYSICIST
2615,478899,London,1903,Europe,GB,GBR,United Kingdom,HUMANITIES,63376,Male,LANGUAGE,51.5,-0.1,Evelyn Waugh,WRITER
2616,11729228,Summit,1949,North America,US,USA,United States,ARTS,63390,Female,FILM AND THEATRE,39.5,-106.0,Meryl Streep,ACTOR
